,age,education_num,marital_status,race,sex,capital_gain,capital_loss,hours_per_work,label,occupation_blueCollar,occupation_other,occupation_professional,occupation_sales,occupation_whiteCollar
8714,27,11,1,0,0,0,0,40,<=50K,0,1,0,0,0
8715,46,9,1,1,1,3103,0,50,>50K,0,0,0,0,1
8716,45,14,1,0,1,0,0,50,>50K,0,0,1,0,0
8717,35,9,1,1,1,0,1672,40,<=50K,1,0,0,0,0
8718,32,9,1,1,1,0,0,45,<=50K,1,0,0,0,0
8719,32,9,1,1,1,0,0,60,>50K,0,0,0,0,1
8720,36,10,1,1,1,0,0,55,<=50K,0,0,0,1,0
8722,33,9,0,0,1,0,0,34,<=50K,1,0,0,0,0
8723,51,10,1,1,1,0,0,40,<=50K,1,0,0,0,0
8724,29,10,0,1,1,0,0,40,<=50K,1,0,0,0,0
8725,29,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
8726,52,10,0,0,0,0,2001,32,<=50K,0,1,0,0,0
8727,33,9,1,0,0,0,0,40,<=50K,0,1,0,0,0
8728,32,10,1,1,0,0,0,40,<=50K,1,0,0,0,0
8729,35,9,0,1,1,0,1980,40,<=50K,0,1,0,0,0
8730,23,13,0,1,0,0,0,40,<=50K,0,0,1,0,0
8731,56,10,1,1,1,0,0,70,<=50K,1,0,0,0,0
8732,41,9,0,1,0,0,0,40,<=50K,0,1,0,0,0
8733,33,11,1,0,1,0,0,40,<=50K,1,0,0,0,0
8734,35,13,1,1,1,0,0,60,>50K,0,0,0,0,1
8735,76,10,1,1,1,0,0,20,<=50K,0,0,0,1,0
8736,38,9,1,1,1,0,0,50,<=50K,1,0,0,0,0
8737,42,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
8738,45,14,1,1,1,0,0,50,>50K,0,0,1,0,0
8739,22,10,1,1,0,0,0,40,<=50K,0,1,0,0,0
8740,30,13,1,1,1,15024,0,65,>50K,0,0,0,0,1
8741,59,10,1,1,0,0,0,40,<=50K,0,1,0,0,0
8742,33,13,1,1,1,0,0,50,<=50K,0,0,1,0,0
8743,30,12,0,1,1,0,0,40,<=50K,1,0,0,0,0
8744,43,9,1,1,0,0,0,40,<=50K,0,1,0,0,0
8745,26,9,0,1,0,0,0,20,<=50K,0,1,0,0,0
8746,34,14,1,1,1,15024,0,60,>50K,0,0,0,0,1
8747,53,9,0,1,1,0,0,40,<=50K,0,0,0,1,0
8748,26,10,0,1,0,0,0,40,<=50K,0,0,0,0,1
8749,66,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
8750,34,5,1,1,1,0,0,45,<=50K,1,0,0,0,0
8751,57,4,1,1,1,0,0,40,<=50K,1,0,0,0,0
8752,30,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
8754,23,13,0,1,1,0,0,25,<=50K,1,0,0,0,0
8755,35,14,1,1,0,15024,0,50,>50K,0,0,1,0,0
8756,40,13,0,1,0,0,0,40,<=50K,0,0,0,1,0
8757,45,14,1,1,1,0,0,45,>50K,0,0,1,0,0
8758,28,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
8759,35,13,1,1,1,0,0,55,>50K,0,0,0,0,1
8761,51,9,1,1,0,0,0,60,<=50K,0,0,0,0,1
8762,47,10,1,1,1,0,0,30,<=50K,0,0,0,0,1
8764,24,10,0,0,0,0,0,48,<=50K,0,1,0,0,0
8765,52,10,1,1,0,0,0,40,<=50K,0,1,0,0,0
8766,20,9,0,1,1,4416,0,53,<=50K,1,0,0,0,0
8767,68,9,1,1,1,0,0,65,<=50K,1,0,0,0,0
8768,35,10,1,1,1,0,0,45,>50K,1,0,0,0,0
8769,53,14,1,1,0,2174,0,40,<=50K,0,0,1,0,0
8770,23,10,0,1,1,0,0,40,<=50K,1,0,0,0,0
8771,35,7,1,1,1,0,0,40,<=50K,1,0,0,0,0
8772,21,10,0,0,0,0,0,20,<=50K,0,1,0,0,0
8774,49,10,1,0,1,0,0,40,>50K,0,1,0,0,0
8775,42,9,0,1,1,0,0,50,<=50K,1,0,0,0,0
8776,35,13,1,1,1,0,0,37,>50K,0,0,0,0,1
8777,42,13,1,0,1,15024,0,40,>50K,1,0,0,0,0
8778,46,10,1,0,0,0,0,40,>50K,0,0,1,0,0
8779,48,10,1,1,0,0,0,55,<=50K,0,0,0,1,0
8780,48,11,1,1,1,0,0,40,>50K,1,0,0,0,0
8781,52,9,1,1,1,0,0,46,<=50K,0,1,0,0,0
8782,51,13,1,1,1,0,1902,50,>50K,0,1,0,0,0
8783,44,10,1,1,1,0,0,80,<=50K,0,0,0,0,1
8784,74,8,1,1,1,1409,0,20,<=50K,0,1,0,0,0
8786,24,9,0,1,1,0,0,40,<=50K,0,1,0,0,0
8787,51,9,1,1,1,0,0,45,<=50K,1,0,0,0,0
8788,43,15,1,1,1,0,2415,55,>50K,0,0,1,0,0
8789,48,9,1,0,1,0,0,48,<=50K,1,0,0,0,0
8790,35,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
8791,40,14,0,1,1,0,0,40,<=50K,0,0,1,0,0
8792,52,9,1,0,0,0,0,43,<=50K,0,1,0,0,0
8793,53,13,1,1,1,0,0,45,>50K,0,0,0,0,1
8795,28,11,1,1,1,0,0,80,<=50K,1,0,0,0,0
8796,33,10,1,0,1,4064,0,40,<=50K,0,1,0,0,0
8797,21,10,0,1,1,0,0,22,<=50K,1,0,0,0,0
8798,31,10,0,0,1,0,0,40,<=50K,1,0,0,0,0
8799,39,10,1,1,0,0,0,30,>50K,0,0,0,1,0
8800,44,14,1,1,1,0,0,30,>50K,0,0,1,0,0
8801,40,13,1,1,1,0,0,60,>50K,0,0,0,0,1
8802,22,13,1,1,1,0,0,20,<=50K,0,0,1,0,0
8804,60,10,1,1,0,0,0,70,<=50K,0,0,0,0,1
8805,49,10,0,0,0,0,0,90,<=50K,0,1,0,0,0
8806,41,10,1,1,1,0,0,50,<=50K,0,0,0,0,1
8807,24,11,0,1,0,0,0,40,<=50K,0,1,0,0,0
8808,26,10,1,1,0,0,0,40,<=50K,0,1,0,0,0
8809,55,9,1,1,0,0,0,40,<=50K,0,1,0,0,0
8810,36,9,0,1,1,0,0,41,<=50K,0,0,0,0,1
8811,49,10,1,1,1,0,0,40,<=50K,0,1,0,0,0
8812,23,9,0,1,0,0,0,20,<=50K,0,1,0,0,0
8813,23,9,1,1,0,0,0,35,<=50K,0,1,0,0,0
8814,64,9,1,1,1,0,0,30,>50K,1,0,0,0,0
8815,50,14,1,1,1,0,0,50,>50K,0,0,0,1,0
8816,23,10,1,1,1,0,0,50,<=50K,1,0,0,0,0
8817,28,13,1,1,1,0,0,40,>50K,0,0,0,0,1
8818,31,9,1,1,1,0,0,50,<=50K,1,0,0,0,0
8819,30,10,0,1,0,0,0,40,<=50K,0,1,0,0,0
8820,44,8,1,1,1,0,0,40,<=50K,1,0,0,0,0
8821,24,9,0,1,1,0,0,40,<=50K,1,0,0,0,0
8822,19,10,0,1,1,0,0,20,<=50K,0,1,0,0,0
8823,20,10,0,1,0,0,0,40,<=50K,0,1,0,0,0
8824,30,13,1,1,1,0,1902,40,>50K,0,1,0,0,0
8825,36,10,1,1,0,0,0,40,<=50K,0,1,0,0,0
8826,28,8,0,1,0,0,0,40,<=50K,0,0,1,0,0
8827,58,13,1,1,0,0,0,40,>50K,0,1,0,0,0
8828,48,9,1,1,1,0,0,40,<=50K,0,0,0,1,0
8829,35,13,0,1,0,0,0,55,<=50K,0,0,1,0,0
8830,53,9,1,1,1,0,0,30,<=50K,0,0,0,1,0
8831,55,5,1,1,0,0,0,40,<=50K,1,0,0,0,0
8832,24,9,0,0,1,0,0,40,<=50K,1,0,0,0,0
8833,28,9,0,1,1,0,0,40,<=50K,1,0,0,0,0
8834,31,14,0,1,0,0,0,45,<=50K,0,0,1,0,0
8835,23,10,0,1,0,0,0,40,<=50K,0,0,1,0,0
8838,38,6,1,1,0,0,0,40,<=50K,0,0,0,1,0
8840,31,9,1,1,1,0,1977,40,>50K,1,0,0,0,0
8841,29,5,1,1,1,0,0,40,<=50K,1,0,0,0,0
8842,20,10,1,1,1,0,0,40,<=50K,0,0,0,1,0
8843,62,9,1,1,1,0,0,20,<=50K,0,1,0,0,0
8844,28,14,1,0,1,0,0,54,<=50K,0,0,0,1,0
8845,49,5,1,1,1,0,0,40,<=50K,1,0,0,0,0
8846,34,13,1,0,0,0,0,35,<=50K,0,0,1,0,0
8847,51,13,1,1,1,0,0,8,<=50K,0,0,0,1,0
8849,44,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
8850,40,13,1,1,1,0,0,50,>50K,0,0,0,0,1
8852,37,9,1,1,1,0,0,60,<=50K,1,0,0,0,0
8853,26,13,0,1,1,0,0,50,<=50K,0,0,0,1,0
8854,37,9,1,1,0,0,0,25,<=50K,0,1,0,0,0
8855,62,14,1,1,1,0,0,40,>50K,0,0,0,0,1
8856,46,15,1,1,1,0,0,40,<=50K,1,0,0,0,0
8857,51,9,1,1,1,0,0,60,>50K,1,0,0,0,0
8858,42,14,0,1,1,0,0,50,<=50K,0,0,1,0,0
8859,61,13,1,1,1,0,0,44,>50K,0,0,1,0,0
8860,65,9,1,1,1,0,0,40,<=50K,0,1,0,0,0
8861,44,13,1,0,1,15024,0,40,>50K,0,0,1,0,0
8862,22,10,0,1,0,0,0,38,<=50K,0,1,0,0,0
8863,50,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
8864,19,10,0,1,1,0,0,8,<=50K,1,0,0,0,0
8865,44,9,1,0,1,0,0,60,<=50K,1,0,0,0,0
8866,29,13,0,1,1,0,0,40,<=50K,0,0,0,0,1
8867,48,11,1,1,1,0,0,40,>50K,1,0,0,0,0
8868,55,9,1,1,1,0,0,80,<=50K,0,0,0,0,1
8870,43,10,1,1,1,0,0,40,<=50K,1,0,0,0,0
8871,47,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
8872,22,10,0,1,1,0,0,30,<=50K,0,0,0,1,0
8873,47,9,1,0,0,0,0,28,<=50K,0,1,0,0,0
8874,24,13,0,1,0,0,0,50,<=50K,0,0,0,1,0
8876,38,14,1,1,1,0,0,50,<=50K,1,0,0,0,0
8877,39,14,1,1,0,8614,0,40,>50K,0,0,0,0,1
8878,24,6,0,1,0,0,0,40,<=50K,0,0,0,1,0
8879,31,9,1,1,1,0,0,40,>50K,1,0,0,0,0
8880,65,9,1,0,1,0,0,40,<=50K,0,1,0,0,0
8881,19,9,0,0,0,0,0,78,<=50K,0,0,0,1,0
8882,45,12,1,1,0,0,0,56,>50K,0,0,0,0,1
8883,33,9,1,1,1,5178,0,50,>50K,0,0,0,0,1
8884,61,13,1,0,0,0,0,40,<=50K,0,0,0,0,1
8885,55,9,1,1,1,0,0,45,<=50K,0,0,0,0,1
8886,27,12,0,1,0,0,0,42,<=50K,0,0,1,0,0
8887,29,9,0,1,1,0,0,36,<=50K,1,0,0,0,0
8888,40,13,0,1,0,0,0,60,>50K,0,0,0,0,1
8889,36,9,1,0,1,0,0,40,<=50K,0,1,0,0,0
8890,23,13,0,1,1,0,0,30,<=50K,0,0,0,0,1
8891,49,9,0,1,1,0,0,50,<=50K,1,0,0,0,0
8892,39,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
8893,47,14,1,1,1,27828,0,40,>50K,0,0,0,1,0
8894,40,10,1,1,0,0,1902,40,>50K,0,1,0,0,0
8895,40,13,1,1,1,0,2559,55,>50K,0,0,0,0,1
8896,46,14,1,1,1,0,0,20,<=50K,0,1,0,0,0
8897,35,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
8898,19,9,0,1,0,0,0,30,<=50K,0,1,0,0,0
8899,42,14,1,1,1,4386,0,40,>50K,0,0,1,0,0
8901,49,7,1,1,1,0,0,40,<=50K,1,0,0,0,0
8902,44,13,1,0,0,0,0,35,<=50K,0,0,1,0,0
8903,64,9,1,1,1,0,0,60,>50K,1,0,0,0,0
8904,23,9,0,1,1,0,0,60,<=50K,1,0,0,0,0
8905,22,9,0,1,1,0,0,40,<=50K,1,0,0,0,0
8906,22,9,0,1,0,0,0,40,<=50K,0,1,0,0,0
8907,43,12,1,0,1,0,0,40,<=50K,0,1,0,0,0
8908,34,13,1,1,1,0,0,37,<=50K,0,1,0,0,0
8909,21,10,0,1,0,0,0,30,<=50K,0,0,0,0,1
8910,21,9,0,0,1,0,0,40,<=50K,0,1,0,0,0
8911,34,10,1,0,0,0,0,40,<=50K,0,1,0,0,0
8912,68,14,1,1,0,0,0,20,<=50K,0,0,1,0,0
8913,45,14,1,1,1,0,1977,52,>50K,0,0,1,0,0
8914,33,9,1,1,1,0,0,38,<=50K,1,0,0,0,0
8915,41,13,1,1,1,0,0,40,>50K,0,0,0,1,0
8917,30,4,1,1,1,0,0,40,<=50K,1,0,0,0,0
8918,69,15,1,1,1,0,0,40,>50K,0,0,1,0,0
8919,25,13,0,1,1,0,0,44,<=50K,0,0,1,0,0
8920,36,10,1,1,0,0,0,30,<=50K,0,1,0,0,0
8922,38,10,0,1,0,0,0,40,<=50K,0,1,0,0,0
8923,40,9,1,1,1,0,0,50,>50K,0,0,0,1,0
8924,59,9,1,1,1,0,0,40,>50K,0,1,0,0,0
8925,36,7,1,0,1,0,0,40,<=50K,1,0,0,0,0
8926,33,13,1,1,1,0,0,40,>50K,0,0,1,0,0
8927,31,12,1,1,1,0,0,40,<=50K,1,0,0,0,0
8928,51,7,1,1,0,0,0,35,<=50K,0,0,0,1,0
8929,31,13,1,1,1,0,0,35,<=50K,0,0,1,0,0
8930,48,2,1,1,1,0,0,52,<=50K,0,1,0,0,0
8931,52,9,1,1,0,0,0,40,<=50K,0,1,0,0,0
8932,41,9,1,1,1,0,0,44,<=50K,1,0,0,0,0
8933,40,14,0,1,0,0,0,40,<=50K,0,0,1,0,0
8934,53,9,1,1,1,0,0,45,<=50K,0,1,0,0,0
8935,24,10,0,1,1,0,0,40,<=50K,0,1,0,0,0
8936,38,13,1,1,1,0,0,48,<=50K,0,1,0,0,0
8938,70,9,1,1,1,0,0,40,<=50K,0,0,0,1,0
8939,58,7,1,1,1,0,1672,40,<=50K,0,1,0,0,0
8940,54,9,1,1,0,0,0,40,<=50K,0,1,0,0,0
8941,44,11,1,1,0,4386,0,40,>50K,1,0,0,0,0
8942,42,9,1,0,1,0,0,40,<=50K,1,0,0,0,0
8943,47,14,1,1,1,0,0,50,>50K,0,0,0,0,1
8944,34,13,1,1,0,0,0,20,>50K,0,1,0,0,0
8945,39,10,1,1,1,0,0,84,>50K,0,0,0,0,1
8946,52,9,1,1,1,0,0,40,>50K,0,1,0,0,0
8947,21,9,0,0,0,0,0,40,<=50K,0,1,0,0,0
8948,57,9,1,1,1,0,0,70,<=50K,1,0,0,0,0
8949,71,9,1,1,1,1455,0,3,<=50K,1,0,0,0,0
8950,28,13,1,1,1,0,0,40,>50K,0,0,0,1,0
8951,21,10,0,1,0,0,0,35,<=50K,0,0,1,0,0
8952,38,8,1,1,1,0,0,40,<=50K,1,0,0,0,0
8954,47,13,1,1,1,0,0,48,<=50K,0,0,1,0,0
8955,85,14,1,1,0,0,0,5,<=50K,0,0,1,0,0
8956,53,3,1,1,1,0,0,40,<=50K,1,0,0,0,0
8957,54,9,1,1,1,7688,0,40,>50K,1,0,0,0,0
8958,53,9,1,1,1,3464,0,34,<=50K,1,0,0,0,0
8959,46,13,1,1,1,0,0,40,>50K,0,1,0,0,0
8960,46,10,1,1,1,3103,0,40,>50K,0,0,0,0,1
8961,36,9,1,1,1,0,0,60,>50K,1,0,0,0,0
8962,73,9,1,1,0,0,0,15,<=50K,0,1,0,0,0
8963,23,13,1,1,0,0,0,45,<=50K,0,0,0,0,1
8964,42,10,1,1,0,0,0,45,>50K,1,0,0,0,0
8965,39,9,1,1,1,0,0,40,>50K,0,1,0,0,0
8966,34,9,1,1,1,0,0,48,<=50K,1,0,0,0,0
8967,57,10,1,1,1,0,0,40,<=50K,1,0,0,0,0
8968,49,9,1,1,0,0,0,60,<=50K,0,0,0,1,0
8969,20,10,0,1,1,0,0,40,<=50K,1,0,0,0,0
8970,45,10,1,1,1,0,0,40,<=50K,0,0,0,1,0
8971,64,9,1,1,0,0,0,40,<=50K,1,0,0,0,0
8972,19,9,0,1,1,0,0,40,<=50K,1,0,0,0,0
8973,19,4,0,1,1,0,0,40,<=50K,1,0,0,0,0
8974,17,8,0,1,0,0,0,20,<=50K,0,0,0,1,0
8976,22,9,0,1,1,0,0,50,<=50K,1,0,0,0,0
8977,41,10,1,1,1,0,0,50,<=50K,0,0,0,0,1
8978,22,13,0,1,0,0,0,45,<=50K,0,0,0,1,0
8979,38,13,0,1,0,0,0,40,<=50K,0,0,1,0,0
8980,40,14,1,1,1,0,0,50,<=50K,0,0,1,0,0
8981,23,9,0,1,1,2174,0,40,<=50K,1,0,0,0,0
8982,90,9,1,0,1,0,0,40,<=50K,1,0,0,0,0
8983,18,10,0,1,0,0,0,25,<=50K,0,0,0,1,0
8984,31,13,0,0,1,0,0,35,<=50K,0,0,1,0,0
8985,34,11,1,1,1,0,0,55,<=50K,0,0,0,0,1
8986,44,9,1,0,1,0,0,40,>50K,0,0,0,1,0
8987,17,6,0,0,0,0,0,35,<=50K,1,0,0,0,0
8989,21,9,0,1,1,0,0,40,<=50K,1,0,0,0,0
8990,57,3,1,0,1,0,0,40,<=50K,1,0,0,0,0
8991,26,13,0,1,0,0,0,40,<=50K,0,0,0,0,1
8992,33,10,1,1,1,0,0,40,>50K,1,0,0,0,0
8993,43,9,1,1,0,0,0,40,<=50K,1,0,0,0,0
8994,35,14,0,1,0,0,0,35,<=50K,0,0,1,0,0
8995,46,9,1,1,0,0,0,80,<=50K,0,0,1,0,0
8996,48,13,0,1,1,99999,0,60,>50K,1,0,0,0,0
8997,52,12,1,1,1,0,0,40,<=50K,0,0,0,1,0
8998,28,10,0,1,1,0,0,35,<=50K,0,0,0,1,0
8999,35,11,1,1,1,15024,0,40,>50K,0,1,0,0,0
9000,17,7,0,1,0,0,0,40,<=50K,0,1,0,0,0
9001,47,13,1,1,1,0,0,60,>50K,1,0,0,0,0
9002,38,13,1,1,1,0,0,45,<=50K,0,1,0,0,0
9003,34,13,0,1,1,0,0,40,>50K,0,0,1,0,0
9004,36,10,1,1,0,0,0,40,<=50K,0,1,0,0,0
9005,47,10,1,1,1,0,0,21,<=50K,0,1,0,0,0
9006,58,16,1,1,1,0,0,60,>50K,0,0,1,0,0
9007,46,6,1,1,0,0,0,40,<=50K,0,1,0,0,0
9008,28,9,1,0,0,0,0,20,<=50K,0,1,0,0,0
9009,46,10,1,1,1,0,1902,55,>50K,0,0,0,1,0
9010,35,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
9011,27,13,0,1,0,0,0,40,<=50K,0,0,1,0,0
9012,41,10,1,1,1,0,0,40,>50K,1,0,0,0,0
9013,22,13,0,1,1,0,0,40,<=50K,0,1,0,0,0
9014,20,10,0,1,0,0,0,40,<=50K,1,0,0,0,0
9015,32,10,1,1,1,0,0,48,<=50K,1,0,0,0,0
9016,29,10,0,1,1,0,0,44,<=50K,1,0,0,0,0
9017,23,12,0,1,0,0,0,15,<=50K,0,1,0,0,0
9018,81,6,1,1,1,0,0,45,<=50K,1,0,0,0,0
9019,17,6,0,1,0,0,0,20,<=50K,0,0,0,1,0
9020,40,13,1,1,1,0,0,40,>50K,0,0,0,0,1
9021,19,10,0,1,1,0,0,30,<=50K,0,1,0,0,0
9022,50,14,1,1,1,0,0,20,<=50K,0,0,0,0,1
9023,42,10,1,1,1,0,0,45,<=50K,1,0,0,0,0
9024,18,6,0,1,1,0,0,16,<=50K,0,1,0,0,0
9025,38,10,0,1,1,0,0,40,<=50K,1,0,0,0,0
9026,67,5,1,1,0,0,0,32,<=50K,1,0,0,0,0
9027,55,9,1,1,1,0,0,48,>50K,1,0,0,0,0
9028,46,15,1,1,1,0,0,45,>50K,0,0,1,0,0
9029,31,14,1,1,0,0,0,40,>50K,0,0,0,0,1
9031,30,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
9033,52,10,1,1,1,0,0,40,>50K,1,0,0,0,0
9034,63,9,1,1,0,0,0,45,<=50K,0,1,0,0,0
9035,69,9,1,1,1,0,0,28,<=50K,1,0,0,0,0
9036,40,12,0,1,1,0,0,80,>50K,0,0,0,1,0
9037,33,8,1,1,1,0,0,40,<=50K,1,0,0,0,0
9038,81,15,1,1,1,0,0,45,>50K,0,0,0,1,0
9039,71,11,1,1,1,0,0,28,<=50K,1,0,0,0,0
9040,26,6,0,1,1,0,0,40,<=50K,1,0,0,0,0
9041,51,14,1,1,0,0,0,32,>50K,0,0,1,0,0
9042,26,9,1,0,1,0,0,40,<=50K,1,0,0,0,0
9043,56,14,1,1,0,0,0,70,<=50K,0,0,0,1,0
9044,18,7,0,0,1,0,0,25,<=50K,1,0,0,0,0
9045,43,10,1,1,1,0,0,37,<=50K,1,0,0,0,0
9046,46,14,0,1,1,4787,0,60,>50K,0,0,0,0,1
9047,30,13,0,1,0,0,0,40,<=50K,0,0,0,1,0
9048,34,5,0,0,0,0,0,35,<=50K,0,0,0,1,0
9049,36,9,1,0,1,0,0,60,<=50K,0,1,0,0,0
9050,44,10,1,0,1,0,0,40,<=50K,1,0,0,0,0
9051,38,10,0,1,1,0,0,48,<=50K,0,1,0,0,0
9052,43,15,1,1,1,0,0,20,<=50K,0,0,1,0,0
9053,46,13,1,1,0,0,0,40,<=50K,0,0,1,0,0
9055,61,9,1,1,1,0,2002,38,<=50K,1,0,0,0,0
9057,41,9,1,1,1,0,0,50,<=50K,0,0,0,0,1
9058,25,13,0,1,0,0,0,60,<=50K,0,1,0,0,0
9059,34,10,1,0,1,0,0,40,<=50K,0,0,0,0,1
9060,39,11,0,1,0,4650,0,32,<=50K,0,0,1,0,0
9061,20,9,0,1,0,0,0,40,<=50K,1,0,0,0,0
9062,45,10,1,1,0,0,0,32,<=50K,0,1,0,0,0
9063,18,9,0,1,0,0,0,30,<=50K,0,1,0,0,0
9064,27,10,1,0,0,0,0,37,<=50K,0,1,0,0,0
9065,33,6,0,1,1,0,0,40,<=50K,1,0,0,0,0
9066,42,9,1,1,1,0,0,50,<=50K,1,0,0,0,0
9067,49,9,1,1,1,0,0,40,<=50K,0,0,0,1,0
9068,36,13,1,1,1,0,0,40,<=50K,0,0,0,0,1
9069,28,11,1,1,0,0,1726,40,<=50K,0,0,1,0,0
9070,56,12,1,1,0,0,0,30,<=50K,0,1,0,0,0
9071,18,7,0,1,0,0,0,18,<=50K,0,0,0,1,0
9072,65,10,1,1,1,0,0,40,>50K,0,1,0,0,0
9073,17,6,0,1,1,0,0,30,<=50K,0,1,0,0,0
9074,27,13,1,1,1,0,1485,50,>50K,0,0,0,0,1
9075,23,13,0,0,0,0,0,30,<=50K,0,1,0,0,0
9076,39,7,1,1,1,0,0,1,<=50K,1,0,0,0,0
9077,46,9,1,1,1,0,0,45,<=50K,1,0,0,0,0
9078,32,9,1,1,1,0,0,70,<=50K,0,0,0,0,1
9079,34,13,0,0,0,0,0,40,<=50K,0,1,0,0,0
9080,26,11,0,1,1,0,0,40,<=50K,1,0,0,0,0
9082,61,6,1,1,0,0,0,36,<=50K,0,1,0,0,0
9084,31,11,1,1,1,0,0,48,<=50K,0,0,0,1,0
9085,56,9,1,1,1,0,0,40,<=50K,0,0,1,0,0
9086,23,9,0,1,1,0,0,20,<=50K,0,1,0,0,0
9087,48,10,1,1,1,0,0,45,<=50K,1,0,0,0,0
9088,73,10,1,1,1,0,0,20,>50K,0,0,0,1,0
9090,28,11,0,0,1,0,0,40,<=50K,1,0,0,0,0
9092,41,11,0,1,1,0,0,42,<=50K,1,0,0,0,0
9093,28,10,1,1,1,0,1848,50,>50K,0,0,0,0,1
9094,37,11,1,1,1,0,0,45,<=50K,0,0,0,0,1
9095,20,10,0,1,0,0,0,35,<=50K,0,0,0,1,0
9096,45,11,0,1,0,14344,0,48,>50K,0,0,0,1,0
9097,34,13,1,1,1,0,0,45,>50K,0,0,0,0,1
9098,72,11,1,1,1,0,0,45,>50K,0,1,0,0,0
9099,54,10,1,1,1,0,0,40,>50K,1,0,0,0,0
9100,24,13,0,1,0,0,0,40,<=50K,0,0,0,0,1
9101,23,12,0,0,0,0,0,30,<=50K,0,0,1,0,0
9103,49,10,1,0,0,0,0,40,<=50K,0,1,0,0,0
9104,45,9,1,1,0,0,0,35,<=50K,0,1,0,0,0
9105,41,9,1,1,1,0,0,36,<=50K,1,0,0,0,0
9106,51,10,1,0,0,0,0,40,>50K,0,0,1,0,0
9107,40,10,0,1,0,0,1340,40,<=50K,0,0,0,0,1
9108,29,14,1,1,1,0,0,50,<=50K,0,1,0,0,0
9109,26,5,1,1,1,2635,0,35,<=50K,1,0,0,0,0
9110,59,7,1,1,1,0,0,40,<=50K,1,0,0,0,0
9111,36,10,1,1,0,0,0,40,<=50K,0,1,0,0,0
9112,48,13,1,1,1,0,0,55,>50K,0,0,1,0,0
9113,22,10,0,1,0,0,0,16,<=50K,0,0,1,0,0
9114,52,5,1,1,1,0,0,45,>50K,1,0,0,0,0
9115,39,9,0,1,0,0,0,47,<=50K,0,1,0,0,0
9116,25,9,0,1,1,0,0,40,<=50K,1,0,0,0,0
9117,37,11,1,1,1,0,0,60,>50K,1,0,0,0,0
9118,37,10,1,1,1,0,0,40,>50K,1,0,0,0,0
9119,33,13,1,1,1,0,1590,60,<=50K,1,0,0,0,0
9120,48,13,1,1,1,0,0,38,>50K,0,0,0,0,1
9121,29,11,0,1,1,0,0,40,<=50K,1,0,0,0,0
9122,59,9,1,1,0,0,0,40,<=50K,1,0,0,0,0
9123,48,9,1,1,0,0,0,40,<=50K,0,1,0,0,0
9124,49,2,0,1,0,0,0,40,<=50K,1,0,0,0,0
9125,23,11,1,1,1,0,0,40,<=50K,0,1,0,0,0
9126,26,10,1,1,1,0,0,45,<=50K,0,0,0,1,0
9127,34,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
9129,39,9,1,1,1,0,0,40,>50K,1,0,0,0,0
9130,50,10,1,1,1,0,0,40,<=50K,1,0,0,0,0
9131,54,9,1,1,1,7688,0,60,>50K,1,0,0,0,0
9132,37,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
9133,34,10,0,1,1,0,0,35,<=50K,1,0,0,0,0
9134,23,13,0,0,1,0,0,20,<=50K,0,0,0,1,0
9136,37,10,1,1,1,0,1741,70,<=50K,1,0,0,0,0
9138,35,13,1,1,1,0,1887,50,>50K,0,0,0,0,1
9139,24,13,0,1,0,0,0,40,<=50K,0,1,0,0,0
9140,23,12,0,0,1,0,0,20,<=50K,0,1,0,0,0
9141,23,13,0,0,0,0,0,32,<=50K,0,0,1,0,0
9142,27,10,0,0,0,0,0,32,<=50K,0,1,0,0,0
9143,25,9,0,1,0,0,0,50,<=50K,0,1,0,0,0
9146,45,11,1,1,0,0,0,40,<=50K,1,0,0,0,0
9147,55,10,1,1,1,0,0,40,<=50K,1,0,0,0,0
9148,46,13,1,1,1,0,2258,50,<=50K,1,0,0,0,0
9149,31,9,1,1,1,0,0,50,<=50K,1,0,0,0,0
9150,33,9,1,0,1,0,0,40,<=50K,0,1,0,0,0
9151,40,10,1,1,1,0,0,50,<=50K,1,0,0,0,0
9152,23,14,0,1,0,0,0,10,<=50K,0,1,0,0,0
9153,39,9,1,1,1,0,1669,50,<=50K,1,0,0,0,0
9154,32,9,1,1,1,0,0,40,>50K,1,0,0,0,0
9155,55,10,1,1,1,0,0,50,<=50K,0,0,1,0,0
9156,46,10,1,1,0,0,0,50,<=50K,0,0,0,0,1
9157,29,12,0,0,1,0,0,25,<=50K,0,0,0,0,1
9158,49,14,0,1,0,27828,0,35,>50K,0,0,0,0,1
9159,59,9,1,1,1,0,0,50,<=50K,1,0,0,0,0
